PERMNO,HdrCUSIP,Ticker,PERMCO,MthCalDt,MthPrc,MthCap,MthRet,ShrOut,MthPrc_Abs,DateKey,Mkt-RF,SMB,HML,RMW,CMA,RF,ExcessRet,y_next,ret_lag1,ret_lag2,ret_lag3,history_len,log_size,predicted_return,rank
10028,29402E10,ELA,7978,2023-05-31,7.19,193590.75,0.139461,26925,7.19,202305,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,0.0036,0.135861,0.019644,-0.0327309999999999,-0.113189,0.089447,59,12.173501673757544,-0.017898654787901213,2.0
10032,72913210,PLXS,7980,2023-05-31,90.68,2507029.96,0.036698,27647,90.68,202305,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,0.0036,0.033098,0.07937,-0.107015,0.01392,-0.004442,337,14.734609327607515,-0.017898654787901213,3.0
10044,77467X10,RMCF,7992,2023-05-31,5.12,32204.8,-0.044776,6290,5.12,202305,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,0.0036,-0.048376,0.040922,0.007821,0.054284,-0.071879,302,10.379870788745905,-0.017898654787901213,4.0
10065,00621210,ADX,20023,2023-05-31,15.76,1904517.2,0.004455,120845,15.76,202305,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,0.0036,0.0008549999999999,0.062624,0.008719,0.01009,-0.014385,337,14.45973909610181,-0.017898654787901213,5.0
10104,68389X10,ORCL,8045,2023-05-31,105.94,286017023.88,0.118454,2699802,105.94,202305,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,0.0036,0.114854,0.120127,0.02022,0.059558,-0.015383,337,19.471561891068585,-0.017898654787901213,6.0
10026,46603210,JJSF,7976,2023-06-30,158.36,3051597.2,0.033271,19270,158.36,202306,0.0646,0.0128,-0.0013,0.0232,-0.0154,0.004,0.029271,0.007877,0.001296,0.0300989999999999,0.051185,338,14.931175683646345,0.015873735206267954,1.0
10028,29402E10,ELA,7978,2023-06-30,7.36,198168.0,0.023644,26925,7.36,202306,0.0646,0.0128,-0.0013,0.0232,-0.0154,0.004,0.019644,0.013163,0.135861,-0.0327309999999999,-0.113189,60,12.196870434765374,0.015873735206267954,2.0
10032,72913210,PLXS,7980,2023-06-30,98.24,2701403.52,0.08337,27498,98.24,202306,0.0646,0.0128,-0.0013,0.0232,-0.0154,0.004,0.07937,-0.001955,0.033098,-0.107015,0.01392,338,14.809282018136011,0.015873735206267954,3.0
10044,77467X10,RMCF,7992,2023-06-30,5.35,33715.7,0.044922,6302,5.35,202306,0.0646,0.0128,-0.0013,0.0232,-0.0154,0.004,0.040922,0.102042,-0.048376,0.007821,0.054284,303,10.425718883225136,0.015873735206267954,4.0
10065,00621210,ADX,20023,2023-06-30,16.81,2031404.45,0.066624,120845,16.81,202306,0.0646,0.0128,-0.0013,0.0232,-0.0154,0.004,0.062624,0.048445,0.0008549999999999,0.008719,0.01009,338,14.524237959092602,0.015873735206267954,5.0
10104,68389X10,ORCL,8045,2023-06-30,119.09,323241104.31,0.124127,2714259,119.09,202306,0.0646,0.0128,-0.0013,0.0232,-0.0154,0.004,0.120127,-0.016691,0.114854,0.02022,0.059558,338,19.59390905570161,0.015873735206267954,6.0
10026,46603210,JJSF,7976,2023-07-31,160.32,3092572.8,0.012377,19290,160.32,202307,0.0321,0.0286,0.0406,-0.0059,0.0066,0.0045,0.007877,0.0067899999999999,0.029271,0.001296,0.0300989999999999,339,14.944513923796274,0.01838313714907927,1.0
10028,29402E10,ELA,7978,2023-07-31,7.49,201668.25,0.017663,26925,7.49,202307,0.0321,0.0286,0.0406,-0.0059,0.0066,0.0045,0.013163,-0.30211295,0.019644,0.135861,-0.0327309999999999,61,12.214379299553718,0.01838313714907927,2.0
10032,72913210,PLXS,7980,2023-07-31,98.49,2708278.02,0.002545,27498,98.49,202307,0.0321,0.0286,0.0406,-0.0059,0.0066,0.0045,-0.001955,0.026569,0.07937,0.033098,-0.107015,339,14.81182357391879,0.01838313714907927,3.0
10044,77467X10,RMCF,7992,2023-07-31,5.92,37254.56,0.106542,6293,5.92,202307,0.0321,0.0286,0.0406,-0.0059,0.0066,0.0045,0.102042,-0.14977,0.040922,-0.048376,0.007821,304,10.525529632422847,0.01838313714907927,4.0
10065,00621210,ADX,20023,2023-07-31,17.7,2138956.5,0.052945,120845,17.7,202307,0.0321,0.0286,0.0406,-0.0059,0.0066,0.0045,0.048445,-0.005518,0.062624,0.0008549999999999,0.008719,339,14.57582865125186,0.01838313714907927,5.0
10104,68389X10,ORCL,8045,2023-07-31,117.23,318192582.57,-0.012191,2714259,117.23,202307,0.0321,0.0286,0.0406,-0.0059,0.0066,0.0045,-0.016691,0.022456,0.120127,0.114854,0.02022,339,19.57816736300544,0.01838313714907927,6.0
10026,46603210,JJSF,7976,2023-08-31,162.13,3127487.7,0.01129,19290,162.13,202308,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0045,0.0067899999999999,0.009393,0.007877,0.029271,0.001296,340,14.955740588461753,-0.008659888224030313,1.0
10028,29402E10,ELA,7978,2023-08-31,5.1,137174.7,-0.319092,26897,5.1,202308,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0045,-0.30211295,0.11209,0.013163,0.019644,0.135861,62,11.82901057493736,-0.008659888224030313,2.0
10032,72913210,PLXS,7980,2023-08-31,101.55,2790695.55,0.031069,27481,101.55,202308,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0045,0.026569,-0.088692,-0.001955,0.07937,0.033098,340,14.841801423802467,-0.008659888224030313,3.0
10065,00621210,ADX,20023,2023-08-31,17.63,2130497.35,-0.001018,120845,17.63,202308,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0045,-0.005518,-0.060454,0.048445,0.062624,0.0008549999999999,340,14.571866008081855,-0.008659888224030313,4.0
10104,68389X10,ORCL,8045,2023-08-31,120.39,326769641.01,0.026956,2714259,120.39,202308,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0045,0.022456,-0.1244929999999999,-0.016691,0.120127,0.114854,340,19.60476601886864,-0.008659888224030313,5.0
10107,59491810,MSFT,8048,2023-08-31,327.76,2435179448.64,-0.022221,7429764,327.76,202308,-0.0236,-0.0365,-0.0115,0.0335,-0.0241,0.0045,-0.026721,-0.040943,-0.018067,0.032999,0.0674839999999999,340,21.613286286305623,-0.008659888224030313,6.0
10026,46603210,JJSF,7976,2023-09-29,163.65,3163681.8,0.013693,19332,163.65,202309,-0.0523,-0.0178,0.0149,0.0187,-0.0077,0.0043,0.009393,-0.047719,0.0067899999999999,0.007877,0.029271,341,14.967247033912164,-0.014890691862106198,1.0
10032,72913210,PLXS,7980,2023-09-29,92.98,2553788.68,-0.084392,27466,92.98,202309,-0.0523,-0.0178,0.0149,0.0187,-0.0077,0.0043,-0.088692,0.052732,0.026569,-0.001955,0.07937,341,14.753088571352666,-0.014890691862106198,2.0
10065,00621210,ADX,20023,2023-09-29,16.64,2010860.8,-0.056154,120845,16.64,202309,-0.0523,-0.0178,0.0149,0.0187,-0.0077,0.0043,-0.060454,-0.032344,-0.005518,0.048445,0.062624,341,14.51407344706514,-0.014890691862106198,3.0
10104,68389X10,ORCL,8045,2023-09-29,105.92,290154705.92,-0.120193,2739376,105.92,202309,-0.0523,-0.0178,0.0149,0.0187,-0.0077,0.0043,-0.1244929999999999,-0.02493,0.022456,-0.016691,0.120127,341,19.485924807390617,-0.014890691862106198,4.0
10107,59491810,MSFT,8048,2023-09-29,315.75,2345716538.25,-0.036643,7429031,315.75,202309,-0.0523,-0.0178,0.0149,0.0187,-0.0077,0.0043,-0.040943,0.066116,-0.026721,-0.018067,0.032999,341,21.57585675219202,-0.014890691862106198,5.0
10113,00768Y20,AADR,53202,2023-09-29,49.02,24510.0,-0.058228,500,49.02,202309,-0.0523,-0.0178,0.0149,0.0187,-0.0077,0.0043,-0.062528,-0.04244,-0.021894,0.066038,0.077969,155,10.106836476522158,-0.014890691862106198,6.0
10026,46603210,JJSF,7976,2023-10-31,156.61,3027584.52,-0.043019,19332,156.61,202310,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0046999999999999,-0.047719,0.046299,0.009393,0.0067899999999999,0.007877,342,14.923275671443315,-0.005450718208417959,1.0
10032,72913210,PLXS,7980,2023-10-31,98.32,2700457.12,0.057432,27466,98.32,202310,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0046999999999999,0.052732,0.03191,-0.088692,0.026569,-0.001955,342,14.808931620348009,-0.005450718208417959,2.0
10065,00621210,ADX,20023,2023-10-31,16.18,1954705.8,-0.027644,120810,16.18,202310,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0046999999999999,-0.032344,0.1162499999999999,-0.060454,-0.005518,0.048445,342,14.485750254143955,-0.005450718208417959,3.0
10104,68389X10,ORCL,8045,2023-10-31,103.4,283251478.4,-0.02023,2739376,103.4,202310,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0046999999999999,-0.02493,0.119488,-0.1244929999999999,0.022456,-0.016691,342,19.461845677276244,-0.005450718208417959,4.0
10107,59491810,MSFT,8048,2023-10-31,338.11,2512922104.82,0.070816,7432262,338.11,202310,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0046999999999999,0.066116,0.118544,-0.040943,-0.026721,-0.018067,342,21.644712098139273,-0.005450718208417959,5.0
10113,00768Y20,AADR,53202,2023-10-31,47.17,23585.0,-0.03774,500,47.17,202310,-0.0315,-0.0403,0.002,0.0241,-0.0069,0.0046999999999999,-0.04244,0.137003,-0.062528,-0.021894,0.066038,156,10.068366195718362,-0.005450718208417959,6.0
10026,46603210,JJSF,7976,2023-11-30,164.55,3182726.1,0.050699,19342,164.55,202311,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0044,0.046299,0.015868,-0.047719,0.009393,0.0067899999999999,343,14.973248651666257,-0.08454484114652928,844.0
10032,72913210,PLXS,7980,2023-11-30,101.89,2798612.63,0.03631,27467,101.89,202311,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0044,0.03191,0.056943,0.052732,-0.088692,0.026569,343,14.844634363064335,-0.0854461344194066,2884.0
10065,00621210,ADX,20023,2023-11-30,16.96,2048937.6,0.12065,120810,16.96,202311,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0044,0.1162499999999999,0.039922,-0.032344,-0.060454,-0.005518,343,14.532831972877366,-0.0854461344194066,2885.0
10104,68389X10,ORCL,8045,2023-11-30,116.21,318342884.96,0.123888,2739376,116.21,202311,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0044,0.119488,-0.097063,-0.02493,-0.1244929999999999,0.022456,343,19.5786396144367,-0.0854461344194066,2886.0
10107,59491810,MSFT,8048,2023-11-30,378.91,2816158394.42,0.122944,7432262,378.91,202311,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0044,0.118544,-0.011874,0.066116,-0.040943,-0.026721,343,21.758639521678813,-0.08454484114652928,845.0
10113,00768Y20,AADR,53202,2023-11-30,53.84,25304.8,0.141403,470,53.84,202311,0.0888,-0.002,0.0167,-0.0373,-0.0108,0.0044,0.137003,0.042947,-0.04244,-0.062528,-0.021894,157,10.138749380040576,-0.0854461344194066,2887.0
10026,46603210,JJSF,7976,2023-12-29,167.14,3237000.38,0.020168,19367,167.14,202312,0.0486,0.0727,0.0489,-0.0297,0.0129,0.0043,0.015868,-0.052026,0.046299,-0.047719,0.009393,344,14.990157650301022,-0.003265419353588041,1.0
10032,72913210,PLXS,7980,2023-12-29,108.13,2974007.52,0.061243,27504,108.13,202312,0.0486,0.0727,0.0489,-0.0297,0.0129,0.0043,0.056943,-0.128717,0.03191,0.052732,-0.088692,344,14.905420934580077,-0.003265419353588041,2.0
10065,00621210,ADX,20023,2023-12-29,17.71,2139545.1,0.044222,120810,17.71,202312,0.0486,0.0727,0.0489,-0.0297,0.0129,0.0043,0.039922,0.020709,0.1162499999999999,-0.032344,-0.060454,344,14.576103794308352,-0.003265419353588041,3.0
10104,68389X10,ORCL,8045,2023-12-29,105.43,289818846.46,-0.092763,2748922,105.43,202312,0.0486,0.0727,0.0489,-0.0297,0.0129,0.0043,-0.097063,0.058849,0.119488,-0.02493,-0.1244929999999999,344,19.484766618379528,-0.003265419353588041,4.0
10107,59491810,MSFT,8048,2023-12-29,376.04,2794827802.48,-0.007574,7432262,376.04,202312,0.0486,0.0727,0.0489,-0.0297,0.0129,0.0043,-0.011874,0.052581,0.118544,0.066116,-0.040943,344,21.75103633252496,-0.003265419353588041,5.0
10113,00768Y20,AADR,53202,2023-12-29,56.22,25299.0,0.047247,450,56.22,202312,0.0486,0.0727,0.0489,-0.0297,0.0129,0.0043,0.042947,-0.0091469999999999,0.137003,-0.04244,-0.062528,158,10.138520148242751,-0.003265419353588041,6.0
10026,46603210,JJSF,7976,2024-01-31,159.23,3083807.41,-0.047326,19367,159.23,202401,0.0073,-0.0572,-0.0237999999999999,0.0067,-0.0097,0.0046999999999999,-0.052026,-0.093065,0.015868,0.046299,-0.047719,345,14.941675563596066,-0.018076217060450348,1.0
10032,72913210,PLXS,7980,2024-01-31,94.72,2615408.64,-0.124017,27612,94.72,202401,0.0073,-0.0572,-0.0237999999999999,0.0067,-0.0097,0.0046999999999999,-0.128717,-0.007578,0.056943,0.03191,0.052732,345,14.77693091095906,-0.018076217060450348,2.0
10065,00621210,ADX,20023,2024-01-31,18.16,2193909.6,0.025409,120810,18.16,202401,0.0073,-0.0572,-0.0237999999999999,0.0067,-0.0097,0.0046999999999999,0.020709,0.049807,0.039922,0.1162499999999999,-0.032344,345,14.601195715686757,-0.018076217060450348,3.0
10104,68389X10,ORCL,8045,2024-01-31,111.7,307054587.4,0.063549,2748922,111.7,202401,0.0073,-0.0572,-0.0237999999999999,0.0067,-0.0097,0.0046999999999999,0.058849,-0.004379,-0.097063,0.119488,-0.02493,345,19.542536098865824,-0.018076217060450348,4.0
10107,59491810,MSFT,8048,2024-01-31,397.58,2954192744.88,0.057281,7430436,397.58,202401,0.0073,-0.0572,-0.0237999999999999,0.0067,-0.0097,0.0046999999999999,0.052581,0.0380999999999999,-0.011874,0.118544,0.066116,345,21.806491267701535,-0.018076217060450348,5.0
10113,00768Y20,AADR,53202,2024-01-31,55.97,25186.5,-0.004447,450,55.97,202401,0.0073,-0.0572,-0.0237999999999999,0.0067,-0.0097,0.0046999999999999,-0.0091469999999999,0.032427,0.042947,0.137003,-0.04244,159,10.134063415667631,-0.018076217060450348,6.0
10026,46603210,JJSF,7976,2024-02-29,145.08,2811650.4,-0.088865,19380,145.08,202402,0.0507,-0.0081999999999999,-0.0343,-0.0206,-0.0217,0.0042,-0.093065,-0.002656,-0.052026,0.015868,0.046299,346,14.84928219985946,-0.005382982079705657,1.0
10032,72913210,PLXS,7980,2024-02-29,94.4,2606572.8,-0.003378,27612,94.4,202402,0.0507,-0.0081999999999999,-0.0343,-0.0206,-0.0217,0.0042,-0.007578,0.0001489999999999,-0.128717,0.056943,0.03191,346,14.77354681297482,-0.005382982079705657,2.0
10065,00621210,ADX,20023,2024-02-29,19.09,2367427.26,0.054007,124014,19.09,202402,0.0507,-0.0081999999999999,-0.0343,-0.0206,-0.0217,0.0042,0.049807,0.0182249999999999,0.020709,0.039922,0.1162499999999999,346,14.677314379177549,-0.005382982079705657,3.0
10104,68389X10,ORCL,8045,2024-02-29,111.68,306999608.96,-0.000179,2748922,111.68,202402,0.0507,-0.0081999999999999,-0.0343,-0.0206,-0.0217,0.0042,-0.004379,0.120431,0.058849,-0.097063,0.119488,346,19.54235703180473,-0.005382982079705657,4.0
10107,59491810,MSFT,8048,2024-02-29,413.64,3073525547.04,0.0423,7430436,413.64,202402,0.0507,-0.0081999999999999,-0.0343,-0.0206,-0.0217,0.0042,0.0380999999999999,0.012816,0.052581,-0.011874,0.118544,346,21.846091126311933,-0.005382982079705657,5.0
10113,00768Y20,AADR,53202,2024-02-29,58.02,26109.0,0.036627,450,58.02,202402,0.0507,-0.0081999999999999,-0.0343,-0.0206,-0.0217,0.0042,0.032427,0.068184,-0.0091469999999999,0.042947,0.137003,160,10.170035361457623,-0.005382982079705657,6.0
10026,46603210,JJSF,7976,2024-03-28,144.56,2802440.16,0.001644,19386,144.56,202403,0.0283999999999999,-0.0121,0.0416,0.0133,0.0113999999999999,0.0043,-0.002656,-0.054991,-0.093065,-0.052026,0.015868,347,14.846001081336526,-0.006444794197765313,1.0
10032,72913210,PLXS,7980,2024-03-28,94.82,2604705.4,0.004449,27470,94.82,202403,0.0283999999999999,-0.0121,0.0416,0.0133,0.0113999999999999,0.0043,0.0001489999999999,0.060582,-0.007578,-0.128717,0.056943,347,14.772830136563291,-0.006444794197765313,2.0
10065,00621210,ADX,20023,2024-03-28,19.52,2420753.28,0.022525,124014,19.52,202403,0.0283999999999999,-0.0121,0.0416,0.0133,0.0113999999999999,0.0043,0.0182249999999999,-0.037999,0.049807,0.020709,0.039922,347,14.699589322424837,-0.006444794197765313,3.0
10104,68389X10,ORCL,8045,2024-03-28,125.61,345240843.54,0.124731,2748514,125.61,202403,0.0283999999999999,-0.0121,0.0416,0.0133,0.0113999999999999,0.0043,0.120431,-0.09618,-0.004379,0.058849,-0.097063,347,19.659752828656508,-0.006444794197765313,4.0
10107,59491810,MSFT,8048,2024-03-28,420.72,3126919780.32,0.017116,7432306,420.72,202403,0.0283999999999999,-0.0121,0.0416,0.0133,0.0113999999999999,0.0043,0.012816,-0.0793099999999999,0.0380999999999999,0.052581,-0.011874,347,21.863314261213933,-0.006444794197765313,5.0
10113,00768Y20,AADR,53202,2024-03-28,62.21,26439.25,0.072484,425,62.21,202403,0.0283999999999999,-0.0121,0.0416,0.0133,0.0113999999999999,0.0043,0.068184,-0.023843,0.032427,-0.0091469999999999,0.042947,161,10.182604927451344,-0.006444794197765313,6.0
10026,46603210,JJSF,7976,2024-04-30,137.29,2661503.94,-0.050291,19386,137.29,202404,-0.0465,-0.0259,-0.0045,0.0113999999999999,-0.0031,0.0046999999999999,-0.054991,0.180756,-0.002656,-0.093065,-0.052026,348,14.794401911962067,-0.012312563759855878,1.0
10032,72913210,PLXS,7980,2024-04-30,101.01,2766461.88,0.065282,27388,101.01,202404,-0.0465,-0.0259,-0.0045,0.0113999999999999,-0.0031,0.0046999999999999,0.060582,0.085987,0.0001489999999999,-0.007578,-0.128717,348,14.833079762082049,-0.012312563759855878,2.0
10065,00621210,ADX,20023,2024-04-30,18.87,2340144.18,-0.033299,124014,18.87,202404,-0.0465,-0.0259,-0.0045,0.0113999999999999,-0.0031,0.0046999999999999,-0.037999,0.081502,0.0182249999999999,0.049807,0.020709,348,14.66572310082035,-0.012312563759855878,3.0
10104,68389X10,ORCL,8045,2024-04-30,113.75,312643467.5,-0.09148,2748514,113.75,202404,-0.0465,-0.0259,-0.0045,0.0113999999999999,-0.0031,0.0046999999999999,-0.09618,0.025842,0.120431,-0.004379,0.058849,348,19.560574017788404,-0.012312563759855878,4.0
10107,59491810,MSFT,8048,2024-04-30,389.33,2893619694.98,-0.07461,7432306,389.33,202404,-0.0465,-0.0259,-0.0045,0.0113999999999999,-0.0031,0.0046999999999999,-0.0793099999999999,0.063758,0.012816,0.0380999999999999,0.052581,348,21.78577404497242,-0.012312563759855878,5.0
10113,00768Y20,AADR,53202,2024-04-30,61.0191,25933.12,-0.019143,425,61.0191,202404,-0.0465,-0.0259,-0.0045,0.0113999999999999,-0.0031,0.0046999999999999,-0.023843,0.0574099999999999,0.068184,0.032427,-0.0091469999999999,162,10.163276195243458,-0.012312563759855878,6.0
10026,46603210,JJSF,7976,2024-05-31,162.71,3154296.06,0.185156,19386,162.71,202405,0.0432,0.0059,-0.0131,0.0317,-0.0285,0.0044,0.180756,-0.0017899999999999,-0.054991,-0.002656,-0.093065,349,14.96427591020378,-0.011699476631410098,1.0
10032,72913210,PLXS,7980,2024-05-31,110.14,3016514.32,0.090387,27388,110.14,202405,0.0432,0.0059,-0.0131,0.0317,-0.0285,0.0044,0.085987,-0.0672919999999999,0.060582,0.0001489999999999,-0.007578,349,14.919612524075289,-0.011699476631410098,2.0
10065,00621210,ADX,20023,2024-05-31,20.44,2534846.16,0.085902,124014,20.44,202405,0.0432,0.0059,-0.0131,0.0317,-0.0285,0.0044,0.081502,0.04727,-0.037999,0.0182249999999999,0.049807,349,14.745643506775394,-0.011699476631410098,3.0
10104,68389X10,ORCL,8045,2024-05-31,117.19,322098355.66,0.030242,2748514,117.19,202405,0.0432,0.0059,-0.0131,0.0317,-0.0285,0.0044,0.025842,0.200781,-0.09618,0.120431,-0.004379,349,19.590367509227857,-0.011699476631410098,4.0
10107,59491810,MSFT,8048,2024-05-31,415.13,3085373189.78,0.068158,7432306,415.13,202405,0.0432,0.0059,-0.0131,0.0317,-0.0285,0.0044,0.063758,0.072551,-0.0793099999999999,0.012816,0.0380999999999999,349,21.849938456122107,-0.011699476631410098,5.0
10113,00768Y20,AADR,53202,2024-05-31,64.7907,27536.05,0.06181,425,64.7907,202405,0.0432,0.0059,-0.0131,0.0317,-0.0285,0.0044,0.0574099999999999,-0.040419,-0.023843,0.068184,0.032427,163,10.223251334254437,-0.011699476631410098,6.0
10026,46603210,JJSF,7976,2024-06-28,162.37,3151276.96,0.00231,19408,162.37,202406,0.0279999999999999,-0.0432,-0.0336,0.0056,-0.018,0.0040999999999999,-0.0017899999999999,0.034485,0.180756,-0.054991,-0.002656,350,14.963318312782857,0.011146970033927872,1.0
10032,72913210,PLXS,7980,2024-06-28,103.18,2815266.3,-0.063192,27285,103.18,202406,0.0279999999999999,-0.0432,-0.0336,0.0056,-0.018,0.0040999999999999,-0.0672919999999999,0.237698,0.085987,0.060582,0.0001489999999999,350,14.850567415436837,0.011146970033927872,2.0
10065,00621210,ADX,20023,2024-06-28,21.49,2665060.86,0.05137,124014,21.49,202406,0.0279999999999999,-0.0432,-0.0336,0.0056,-0.018,0.0040999999999999,0.04727,-0.004965,0.081502,-0.037999,0.0182249999999999,350,14.79573745209431,0.011146970033927872,3.0
10104,68389X10,ORCL,8045,2024-06-28,141.2,389127432.0,0.204881,2755860,141.2,202406,0.0279999999999999,-0.0432,-0.0336,0.0056,-0.018,0.0040999999999999,0.200781,-0.014127,0.025842,-0.09618,0.120431,350,19.779417436626208,0.011146970033927872,4.0
10107,59491810,MSFT,8048,2024-06-28,446.95,3322626300.0,0.076651,7434000,446.95,202406,0.0279999999999999,-0.0432,-0.0336,0.0056,-0.018,0.0040999999999999,0.072551,-0.068489,0.063758,-0.0793099999999999,0.012816,350,21.924021361373196,0.011146970033927872,5.0
10113,00768Y20,AADR,53202,2024-06-28,61.91,25692.65,-0.036319,415,61.91,202406,0.0279999999999999,-0.0432,-0.0336,0.0056,-0.018,0.0040999999999999,-0.040419,-0.0003,0.0574099999999999,-0.023843,0.068184,164,10.153960237761838,0.011146970033927872,6.0
10026,46603210,JJSF,7976,2024-07-31,168.7,3274129.6,0.038985,19408,168.7,202407,0.0121999999999999,0.0834,0.0562,0.0026,0.0028,0.0045,0.034485,0.004032,-0.0017899999999999,0.180756,-0.054991,351,15.001562620735754,-0.021496611646333853,1.0
10032,72913210,PLXS,7980,2024-07-31,128.17,3489556.42,0.242198,27226,128.17,202407,0.0121999999999999,0.0834,0.0562,0.0026,0.0028,0.0045,0.237698,-0.0052679999999999,-0.0672919999999999,0.085987,0.060582,351,15.065285185814153,-0.021496611646333853,2.0
10065,00621210,ADX,20023,2024-07-31,21.48,2664636.96,-0.000465,124052,21.48,202407,0.0121999999999999,0.0834,0.0562,0.0026,0.0028,0.0045,-0.004965,0.012172,0.04727,0.081502,-0.037999,351,14.795578381161882,-0.021496611646333853,3.0
10104,68389X10,ORCL,8045,2024-07-31,139.45,384304677.0,-0.009627,2755860,139.45,202407,0.0121999999999999,0.0834,0.0562,0.0026,0.0028,0.0045,-0.014127,0.008395,0.200781,0.025842,-0.09618,351,19.766946225640563,-0.021496611646333853,4.0
10107,59491810,MSFT,8048,2024-07-31,418.35,3109611447.3,-0.063989,7433038,418.35,202407,0.0121999999999999,0.0834,0.0562,0.0026,0.0028,0.0045,-0.068489,-0.0059159999999999,0.072551,0.063758,-0.0793099999999999,351,21.857763618772847,-0.021496611646333853,5.0
10113,00768Y20,AADR,53202,2024-07-31,62.17,25800.55,0.0042,415,62.17,202407,0.0121999999999999,0.0834,0.0562,0.0026,0.0028,0.0045,-0.0003,0.009417,-0.040419,0.0574099999999999,-0.023843,165,10.158151088511945,-0.021496611646333853,6.0
10026,46603210,JJSF,7976,2024-08-30,170.19,3305770.56,0.008832,19424,170.19,202408,0.0161,-0.0355,-0.011,0.0076,0.0081999999999999,0.0048,0.004032,0.012017,0.034485,-0.0017899999999999,0.180756,352,15.01118015386581,-0.015881137191978974,1.0
10032,72913210,PLXS,7980,2024-08-30,128.11,3487922.86,-0.000468,27226,128.11,202408,0.0161,-0.0355,-0.011,0.0076,0.0081999999999999,0.0048,-0.0052679999999999,0.0631299999999999,0.237698,-0.0672919999999999,0.085987,352,15.06481694794076,-0.015881137191978974,2.0
10065,00621210,ADX,20023,2024-08-30,21.38,2652231.76,0.016972,124052,21.38,202408,0.0161,-0.0355,-0.011,0.0076,0.0081999999999999,0.0048,0.012172,0.0044189999999999,-0.004965,0.04727,0.081502,352,14.790912017118115,-0.015881137191978974,3.0
10104,68389X10,ORCL,8045,2024-08-30,141.29,389375459.4,0.013195,2755860,141.29,202408,0.0161,-0.0355,-0.011,0.0076,0.0081999999999999,0.0048,0.008395,0.20203,-0.014127,0.200781,0.025842,352,19.780054627344786,-0.015881137191978974,4.0
10107,59491810,MSFT,8048,2024-08-30,417.14,3100617471.32,-0.001116,7433038,417.14,202408,0.0161,-0.0355,-0.011,0.0076,0.0081999999999999,0.0048,-0.0059159999999999,0.027548,-0.068489,0.072551,0.063758,352,21.85486711289973,-0.015881137191978974,5.0
10113,00768Y20,AADR,53202,2024-08-30,63.0539,25221.56,0.014217,400,63.0539,202408,0.0161,-0.0355,-0.011,0.0076,0.0081999999999999,0.0048,0.009417,0.011301,-0.0003,-0.040419,0.0574099999999999,166,10.13545446327603,-0.015881137191978974,6.0
10026,46603210,JJSF,7976,2024-09-30,172.12,3349455.2,0.016017,19460,172.12,202409,0.0173,-0.0092,-0.0276,0.002,-0.0029,0.004,0.012017,-0.050379,0.004032,0.034485,-0.0017899999999999,353,15.024308263710395,-0.013832760078302335,789.0
10028,29402E10,ELA,7978,2024-09-30,5.48,142885.52,0.11609,26074,5.48,202409,0.0173,-0.0092,-0.0276,0.002,-0.0029,0.004,0.11209,-0.044046,-0.30211295,0.013163,0.019644,63,11.869799029182648,-0.013832760078302335,790.0
10032,72913210,PLXS,7980,2024-09-30,136.71,3707848.62,0.06713,27122,136.71,202409,0.0173,-0.0092,-0.0276,0.002,-0.0029,0.004,0.0631299999999999,0.050156,-0.0052679999999999,0.237698,-0.0672919999999999,353,15.125962379591792,-0.013832760078302335,791.0
10065,00621210,ADX,20023,2024-09-30,21.56,2674561.12,0.008419,124052,21.56,202409,0.0173,-0.0092,-0.0276,0.002,-0.0029,0.004,0.0044189999999999,0.0007379999999999,0.012172,-0.004965,0.04727,353,14.799295857562017,-0.013832760078302335,792.0
10104,68389X10,ORCL,8045,2024-09-30,170.4,472189135.2,0.20603,2771063,170.4,202409,0.0173,-0.0092,-0.0276,0.002,-0.0029,0.004,0.20203,-0.016677,0.008395,-0.014127,0.200781,353,19.97289017345644,-0.013832760078302335,793.0
10107,59491810,MSFT,8048,2024-09-30,430.3,3199037810.8,0.031548,7434436,430.3,202409,0.0173,-0.0092,-0.0276,0.002,-0.0029,0.004,0.027548,-0.059559,-0.0059159999999999,-0.068489,0.072551,353,21.886115917412557,-0.013032675018428877,1.0
