DateKey,OLS_MVO,RF_MVO,EW_OLS_stocks,EW_RF_stocks
202201,0.08921183333333332,0.0030081666666666694,0.08921183333333332,0.0030081666666666694
202202,0.019492703441693654,-0.0046392022136408,-0.016441824999999986,0.010832499999999997
202203,0.017177659920688877,0.00679723725225552,-0.006002500000000004,0.11441366666666666
202204,0.1636352476150296,0.01045266257496106,0.06562733333333332,0.03496866666666667
202205,-0.2474607796976383,-0.0336504940141125,-0.267955625,0.03554616666666667
202206,0.21102242392388604,0.11878726452283936,0.17706633333333333,0.06996434166666668
202207,0.12320751530751974,0.062445267862765386,0.12159649999999998,0.06997966666666663
202208,-0.09054338186901706,0.019887550967115218,-0.13007731666666666,-0.06433949166666666
202209,0.02250207792792297,0.0354297478160651,0.03399516666666667,0.05648900000000001
202210,-0.10178675791476019,0.03268870480941835,-0.107929825,0.03888866666666667
202211,0.02331125195936557,-0.0458418287768076,0.06092900000000001,-0.04886383333333334
202212,-0.14696525570515548,0.037918420108285555,0.020579675000000006,0.03976916666666669
202301,-0.0088040171035179,-0.11467645554063555,-0.040994499999999996,-0.10397016666666664
202302,-0.052194703917580916,-0.007844477148622532,-0.031351166666666645,0.012641333333333334
202303,0.051568940654437415,-0.014724229543484823,0.04591133333333331,-0.012147833333333333
202304,-0.006058066494108377,0.026727224640858763,0.01092283333333334,0.03959799999999999
202305,-0.0745218201488073,0.06131647857614884,-0.04377,0.058659666666666666
202306,0.03070749006619087,0.04065925969242293,-0.0051865000000000105,0.025480166666666665
202307,-0.1672846138948379,-0.060381144322582576,-0.08220449166666666,-0.06693099166666668
202308,0.13305253773081338,-0.049164912424046386,0.09116133333333334,-0.03218316666666665
202309,-0.15600585703598435,-0.00447026753714096,-0.1277608333333333,-0.004764166666666666
202310,0.2012133108821602,0.1141466537675708,0.1454251666666667,0.09491566666666665
202311,0.17036033654249014,0.14927222131725826,0.10768433333333333,0.12579033333333334
202312,0.02137399638118396,0.005322916634645694,-0.03439416666666666,-0.00962516666666665
202401,0.014479508662038426,0.033719404333759424,-0.03203900000000002,0.0025519999999999822
202402,-0.04932089200525065,0.0380479514175837,0.01929083333333333,0.03619149999999996
202403,0.22246957271646675,-0.04663471865172367,0.09131916666666667,-0.03862349999999998
202404,-0.01845435856383413,0.06550869967713131,0.013076666666666684,0.08254249999999999
202405,-0.13853320986592568,0.029142823141989162,-0.12082665833333328,0.035183500000000034
202406,0.10501414447981161,-0.011142679711669674,0.09675816666666663,0.030716999999999998
202407,-0.02823176676977137,0.004636708219644492,-0.08920099166666665,0.0038053333333333663
202408,-0.020904646812503237,0.028712948579306924,-0.000630999999999984,0.053407499999999955
202409,-0.026921064896989436,0.039025551142331014,-0.008485,0.022135333333333333
202410,0.06895803094406025,0.06652901384525164,0.008657499999999999,0.10597966666666665
202411,0.013522079907133997,-0.028095951143977994,-0.0048431666666667005,-0.009397333333333337
202412,0.0852821880791099,-0.010959097250445277,0.09926683333333333,-0.03633016666666666
202501,0.03918815548124183,-0.10151707804678647,0.011183499999999999,-0.1439791583333333
202502,-0.016066700142072704,0.06294363062214253,0.07010934166666664,0.0005216666666666703
202503,0.11987822210470284,0.033132179282322566,0.10617416666666663,0.05749966666666666
202504,0.003842883447548854,0.09955704018340877,-0.05221616666666665,0.045914166666666666
202505,0.1671638988946957,0.039399975913371285,0.1608528333333333,0.040162833333333314
202506,0.09365853595288057,0.035560487717811735,0.1531256666666666,0.009096499999999997
202507,-0.0656087964179684,-0.0035202112798531724,-0.06064099166666666,0.04414716666666665
202508,-0.03257784884802034,-0.0026538862835720663,-0.03830799999999997,0.0170545
202509,-0.05723691950904465,-5.26566973101765e-05,-0.08951683333333334,-0.005243666666666652
202510,-0.16639564816185307,-0.01962105174593133,-0.103785,0.01293950000000001
202511,-0.04036556240970322,0.01625034635389583,-0.005223666666666668,0.008865833333333318
